%$Well : Cockburn1 : 04/04/2013 13:01:25
%DEPTH      PERM_F1    PHI        
%M          mD         Dec        
1359.4080  26.5829    0.1747     
1359.5604  26.8982    0.1749     
1359.7128  27.2552    0.1752     
1359.8652  27.5996    0.1754     
1360.0176  27.9705    0.1756     
1360.1700  28.4182    0.1759     
1360.3224  28.7999    0.1761     
1360.4748  29.2474    0.1764     
1360.6272  29.7817    0.1767     
1360.7796  30.2963    0.1770     
1360.9320  30.8461    0.1773     
1361.0844  31.4440    0.1777     
1361.2368  32.0707    0.1780     
1361.3892  32.8084    0.1784     
1361.5416  33.5763    0.1789     
1361.6940  34.3767    0.1793     
1361.8464  35.1201    0.1797     
1361.9988  35.6572    0.1799     
1362.1512  36.0839    0.1801     
1362.3036  36.4407    0.1803     
1362.4560  36.8752    0.1805     
1362.6084  37.5168    0.1809     
1362.7608  38.3500    0.1812     
1362.9132  39.0863    0.1816     
1363.0656  39.4998    0.1818     
1363.2180  39.7617    0.1819     
1363.3704  39.8736    0.1820     
1363.5228  39.6475    0.1819     
1363.6752  39.5838    0.1818     
1363.8276  39.7884    0.1819     
1363.9800  39.5354    0.1818     
1364.1324  39.2382    0.1817     
1364.2848  38.5789    0.1814     
1364.4372  37.6407    0.1809     
1364.5896  36.8079    0.1805     
1364.7420  36.0092    0.1801     
1364.8944  35.4031    0.1798     
1365.0468  35.0189    0.1796     
1365.1992  34.9632    0.1796     
1365.3516  35.2545    0.1797     
1365.5040  35.3625    0.1798     
1365.6564  35.6329    0.1799     
1365.8088  35.7879    0.1800     
1365.9612  35.9966    0.1801     
1366.1136  36.0711    0.1801     
1366.2660  36.2910    0.1803     
1366.4184  36.8190    0.1805     
1366.5708  37.3205    0.1808     
1366.7232  37.9246    0.1810     
1366.8756  38.5202    0.1813     
1367.0280  38.6349    0.1814     
1367.1804  38.6758    0.1814     
1367.3328  38.5182    0.1813     
1367.4852  38.0950    0.1811     
1367.6376  37.5873    0.1809     
1367.7900  37.1651    0.1807     
1367.9424  36.9849    0.1806     
1368.0948  37.1478    0.1807     
1368.2472  37.6680    0.1809     
1368.3996  38.1670    0.1812     
1368.5520  38.5161    0.1813     
1368.7044  38.7127    0.1814     
1368.8568  38.5338    0.1813     
1369.0092  36.9888    0.1806     
1369.1616  34.8468    0.1795     
1369.3140  32.7116    0.1784     
1369.4664  30.7505    0.1773     
1369.6188  30.1777    0.1769     
1369.7712  30.2071    0.1770     
1369.9236  30.4418    0.1771     
1370.0760  30.7201    0.1773     
1370.2284  30.8912    0.1774     
1370.3808  30.6942    0.1773     
1370.5332  30.3131    0.1770     
1370.6856  29.9352    0.1768     
1370.8380  29.5355    0.1766     
1370.9904  29.1083    0.1763     
1371.1428  28.6260    0.1760     
1371.2952  28.1108    0.1757     
1371.4476  27.5773    0.1754     
1371.6000  26.9660    0.1750     
1371.7524  26.2962    0.1745     
1371.9048  25.5566    0.1740     
1372.0572  24.7754    0.1735     
1372.2096  24.0312    0.1730     
1372.3620  23.3791    0.1725     
1372.5144  22.8320    0.1721     
1372.6668  22.3456    0.1717     
1372.8192  21.8932    0.1713     
1372.9716  21.4301    0.1710     
1373.1240  20.9329    0.1706     
1373.2764  20.4202    0.1702     
1373.4288  19.9163    0.1697     
1373.5812  19.4335    0.1693     
1373.7336  18.9911    0.1689     
1373.8860  18.6685    0.1686     
1374.0384  18.4499    0.1684     
1374.1908  18.2958    0.1683     
1374.3432  18.1773    0.1682     
1374.4956  18.0812    0.1681     
1374.6480  18.0056    0.1680     
1374.8004  17.9215    0.1679     
1374.9528  17.8035    0.1678     
1375.1052  17.6283    0.1677     
1375.2576  17.3936    0.1674     
1375.4100  17.1569    0.1672     
1375.5624  16.9259    0.1670     
1375.7148  16.7156    0.1668     
1375.8672  16.5336    0.1666     
1376.0196  16.2985    0.1663     
1376.1720  15.9870    0.1660     
1376.3244  15.7133    0.1657     
1376.4768  15.4914    0.1655     
1376.6292  15.3162    0.1653     
1376.7816  15.1341    0.1651     
1376.9340  14.7833    0.1647     
1377.0864  14.3968    0.1643     
1377.2388  14.0152    0.1638     
1377.3912  13.6495    0.1634     
1377.5436  13.3184    0.1630     
1377.6960  13.0110    0.1626     
1377.8484  12.7208    0.1623     
1378.0008  12.4095    0.1619     
1378.1532  12.0826    0.1614     
1378.3056  11.7651    0.1610     
1378.4580  11.4328    0.1605     
1378.6104  11.0931    0.1600     
1378.7628  10.7519    0.1595     
1378.9152  10.3920    0.1590     
1379.0676  10.0279    0.1584     
1379.2200  9.6976     0.1579     
1379.3724  9.4517     0.1575     
1379.5248  9.2733     0.1572     
1379.6772  9.1280     0.1569     
1379.8296  9.0112     0.1567     
1379.9820  8.9054     0.1565     
1380.1344  8.8183     0.1564     
1380.2868  8.7691     0.1563     
1380.4392  8.7472     0.1563     
1380.5916  8.6927     0.1562     
1380.7440  8.5949     0.1560     
1380.8964  8.4625     0.1557     
1381.0488  8.3069     0.1555     
1381.2012  8.1706     0.1552     
1381.3536  8.0529     0.1550     
1381.5060  7.9441     0.1548     
1381.6584  7.8475     0.1546     
1381.8108  7.7735     0.1544     
1381.9632  7.6834     0.1542     
1382.1156  7.5499     0.1540     
1382.2680  7.3831     0.1536     
1382.4204  7.1897     0.1532     
1382.5728  7.0181     0.1528     
1382.7252  6.9260     0.1526     
1382.8776  6.8544     0.1525     
1383.0300  6.7967     0.1523     
1383.1824  6.7823     0.1523     
1383.3348  6.7707     0.1523     
1383.4872  6.7764     0.1523     
1383.6396  6.7829     0.1523     
1383.7920  6.7911     0.1523     
1383.9444  6.7695     0.1523     
1384.0968  6.7244     0.1522     
1384.2492  6.6465     0.1520     
1384.4016  6.5577     0.1518     
1384.5540  6.5130     0.1517     
1384.7064  6.4794     0.1516     
1384.8588  6.4473     0.1515     
1385.0112  6.4598     0.1516     
1385.1636  6.5243     0.1517     
1385.3160  6.6001     0.1519     
1385.4684  6.6721     0.1521     
1385.6208  6.7334     0.1522     
1385.7732  6.7190     0.1522     
1385.9256  6.6918     0.1521     
1386.0780  6.5906     0.1519     
1386.2304  6.4741     0.1516     
1386.3828  6.3372     0.1513     
1386.5352  6.1508     0.1508     
1386.6876  5.9869     0.1504     
1386.8400  5.8248     0.1500     
1386.9924  5.6832     0.1496     
1387.1448  5.5251     0.1492     
1387.2972  5.3672     0.1488     
1387.4496  5.2181     0.1483     
1387.6020  5.1050     0.1480     
1387.7544  5.0440     0.1478     
1387.9068  5.0862     0.1480     
1388.0592  5.2721     0.1485     
1388.2116  5.5274     0.1492     
1388.3640  5.9368     0.1503     
1388.5164  6.0913     0.1507     
1388.6688  6.0856     0.1507     
1388.8212  5.9814     0.1504     
1388.9736  5.8807     0.1501     
1389.1260  5.7773     0.1499     
1389.2784  5.6677     0.1496     
1389.4308  5.6163     0.1494     
1389.5832  5.6698     0.1496     
1389.7356  5.7554     0.1498     
1389.8880  5.8686     0.1501     
1390.0404  5.9820     0.1504     
1390.1928  6.0089     0.1505     
1390.3452  5.9754     0.1504     
1390.4976  5.9198     0.1502     
1390.6500  5.8797     0.1501     
1390.8024  5.8740     0.1501     
1390.9548  5.8878     0.1502     
1391.1072  5.9139     0.1502     
1391.2596  5.9169     0.1502     
1391.4120  5.9484     0.1503     
1391.5644  5.9927     0.1504     
1391.7168  6.0392     0.1505     
1391.8692  6.1142     0.1507     
1392.0216  6.1778     0.1509     
1392.1740  6.2223     0.1510     
1392.3264  6.3150     0.1512     
1392.4788  6.4291     0.1515     
1392.6312  6.5374     0.1518     
1392.7836  6.7656     0.1523     
1392.9360  6.9940     0.1528     
1393.0884  7.1565     0.1531     
1393.2408  7.3420     0.1535     
1393.3932  7.3044     0.1535     
1393.5456  7.2537     0.1533     
1393.6980  7.2363     0.1533     
1393.8504  7.1986     0.1532     
1394.0028  7.1623     0.1532     
1394.1552  7.1573     0.1531     
1394.3076  7.1615     0.1532     
1394.4600  7.2272     0.1533     
1394.6124  7.3343     0.1535     
1394.7648  7.4590     0.1538     
1394.9172  7.5976     0.1541     
1395.0696  7.7401     0.1544     
1395.2220  7.8776     0.1546     
1395.3744  7.9643     0.1548     
1395.5268  8.0103     0.1549     
1395.6792  8.0080     0.1549     
1395.8316  7.9727     0.1548     
1395.9840  7.9899     0.1548     
1396.1364  8.0421     0.1549     
1396.2888  8.1436     0.1551     
1396.4412  8.2795     0.1554     
1396.5936  8.4083     0.1556     
1396.7460  8.4164     0.1557     
1396.8984  8.3661     0.1556     
1397.0508  8.3163     0.1555     
1397.2032  8.3320     0.1555     
1397.3556  8.3847     0.1556     
1397.5080  8.4535     0.1557     
1397.6604  8.5417     0.1559     
1397.8128  8.6123     0.1560     
1397.9652  8.6887     0.1562     
1398.1176  8.7877     0.1563     
1398.2700  8.8829     0.1565     
1398.4224  8.9624     0.1566     
1398.5748  9.0215     0.1568     
1398.7272  9.0655     0.1568     
1398.8796  9.1069     0.1569     
1399.0320  9.1802     0.1570     
1399.1844  9.2980     0.1572     
1399.3368  9.4387     0.1575     
1399.4892  9.6304     0.1578     
1399.6416  9.8907     0.1582     
1399.7940  10.1804    0.1587     
1399.9464  10.4654    0.1591     
1400.0988  10.7481    0.1595     
1400.2512  11.0354    0.1600     
1400.4036  11.3537    0.1604     
1400.5560  11.6732    0.1609     
1400.7084  11.9281    0.1612     
1400.8608  12.1421    0.1615     
1401.0132  12.2319    0.1616     
1401.1656  12.2844    0.1617     
1401.3180  12.3728    0.1618     
1401.4704  12.4828    0.1620     
1401.6228  12.6611    0.1622     
1401.7752  12.8950    0.1625     
1401.9276  13.1511    0.1628     
1402.0800  13.4137    0.1631     
1402.2324  13.6967    0.1635     
1402.3848  14.0142    0.1638     
1402.5372  14.3753    0.1643     
1402.6896  14.7891    0.1647     
1402.8420  15.2411    0.1652     
1402.9944  15.7067    0.1657     
1403.1468  16.1825    0.1662     
1403.2992  16.6669    0.1667     
1403.4516  17.1337    0.1672     
1403.6040  17.5543    0.1676     
1403.7564  17.9624    0.1680     
1403.9088  18.3442    0.1683     
1404.0612  18.6598    0.1686     
1404.2136  18.9286    0.1689     
1404.3660  19.1272    0.1690     
1404.5184  19.2774    0.1692     
1404.6708  19.4061    0.1693     
1404.8232  19.5434    0.1694     
1404.9756  19.7807    0.1696     
1405.1280  20.0299    0.1698     
1405.2804  20.2808    0.1700     
1405.4328  20.5066    0.1702     
1405.5852  20.7685    0.1704     
1405.7376  21.0774    0.1707     
1405.8900  21.4000    0.1710     
1406.0424  21.7467    0.1712     
1406.1948  22.1623    0.1716     
1406.3472  22.5911    0.1719     
1406.4996  23.0369    0.1722     
1406.6520  23.6683    0.1727     
1406.8044  24.4565    0.1733     
1406.9568  25.3631    0.1739     
1407.1092  26.2600    0.1745     
1407.2616  26.9251    0.1749     
1407.4140  27.5377    0.1753     
1407.5664  27.9747    0.1756     
1407.7188  28.4163    0.1759     
1407.8712  28.9440    0.1762     
1408.0236  29.4758    0.1765     
1408.1760  30.0301    0.1769     
1408.3284  30.6449    0.1772     
1408.4808  31.3235    0.1776     
1408.6332  32.0673    0.1780     
1408.7856  32.8175    0.1784     
1408.9380  33.6045    0.1789     
1409.0904  34.4058    0.1793     
1409.2428  35.1592    0.1797     
1409.3952  35.7233    0.1800     
1409.5476  36.1353    0.1802     
1409.7000  36.5080    0.1804     
1409.8524  36.8372    0.1805     
1410.0048  37.0456    0.1806     
1410.1572  37.0627    0.1806     
1410.3096  36.9523    0.1806     
1410.4620  36.7224    0.1805     
1410.6144  36.6025    0.1804     
1410.7668  36.6772    0.1804     
1410.9192  36.8899    0.1805     
1411.0716  37.1917    0.1807     
1411.2240  37.5637    0.1809     
1411.3764  37.8360    0.1810     
1411.5288  38.0341    0.1811     
1411.6812  38.2057    0.1812     
1411.8336  38.3116    0.1812     
1411.9860  38.4613    0.1813     
1412.1384  38.7969    0.1815     
1412.2908  39.2310    0.1817     
1412.4432  39.6420    0.1819     
1412.5956  39.9152    0.1820     
1412.7480  39.8555    0.1820     
1412.9004  39.7646    0.1819     
1413.0528  39.6375    0.1819     
1413.2052  39.3512    0.1817     
1413.3576  39.1128    0.1816     
1413.5100  38.8815    0.1815     
1413.6624  38.6975    0.1814     
1413.8148  38.5227    0.1813     
1413.9672  38.5294    0.1813     
1414.1196  38.6497    0.1814     
1414.2720  38.8957    0.1815     
1414.4244  39.2197    0.1817     
1414.5768  39.2785    0.1817     
1414.7292  39.2011    0.1816     
1414.8816  39.1276    0.1816     
1415.0340  38.8306    0.1815     
1415.1864  38.2987    0.1812     
1415.3388  37.6593    0.1809     
1415.4912  36.9550    0.1806     
1415.6436  36.2457    0.1802     
1415.7960  35.8646    0.1800     
1415.9484  35.5110    0.1799     
1416.1008  35.4361    0.1798     
1416.2532  35.3933    0.1798     
1416.4056  35.3752    0.1798     
1416.5580  35.5215    0.1799     
1416.7104  35.4951    0.1799     
1416.8628  35.4360    0.1798     
1417.0152  35.3392    0.1798     
1417.1676  35.4056    0.1798     
1417.3200  35.5086    0.1799     
1417.4724  35.5384    0.1799     
1417.6248  35.2726    0.1797     
1417.7772  34.5529    0.1794     
1417.9296  33.1308    0.1786     
1418.0820  30.9413    0.1774     
1418.2344  28.6699    0.1760     
1418.3868  26.1735    0.1744     
1418.5392  25.0014    0.1736     
1418.6916  24.6941    0.1734     
1418.8440  24.9023    0.1736     
1418.9964  25.0534    0.1737     
1419.1488  25.2672    0.1738     
1419.3012  25.5865    0.1740     
1419.4536  25.8307    0.1742     
1419.6060  25.8553    0.1742     
1419.7584  25.8732    0.1742     
1419.9108  25.8212    0.1742     
1420.0632  25.7813    0.1742     
1420.2156  26.0349    0.1743     
1420.3680  26.5024    0.1747     
1420.5204  26.8731    0.1749     
1420.6728  26.9313    0.1749     
1420.8252  26.6851    0.1748     
1420.9776  26.2028    0.1745     
1421.1300  25.6604    0.1741     
1421.2824  25.3545    0.1739     
1421.4348  24.9482    0.1736     
1421.5872  24.5357    0.1733     
1421.7396  24.1978    0.1731     
1421.8920  23.8509    0.1728     
1422.0444  23.6108    0.1726     
1422.1968  23.4963    0.1726     
1422.3492  23.2211    0.1724     
1422.5016  22.7991    0.1720     
1422.6540  22.3081    0.1717     
1422.8064  21.4261    0.1710     
1422.9588  20.6217    0.1703     
1423.1112  20.0165    0.1698     
1423.2636  19.3655    0.1693     
1423.4160  19.2637    0.1692     
1423.5684  19.2449    0.1691     
1423.7208  19.1996    0.1691     
1423.8732  19.2177    0.1691     
1424.0256  19.2434    0.1691     
1424.1780  19.2059    0.1691     
1424.3304  19.1048    0.1690     
1424.4828  18.8305    0.1688     
1424.6352  18.4683    0.1684     
1424.7876  18.1086    0.1681     
1424.9400  17.7803    0.1678     
1425.0924  17.4870    0.1675     
1425.2448  17.2487    0.1673     
1425.3972  17.0918    0.1671     
1425.5496  16.9870    0.1670     
1425.7020  16.9883    0.1670     
1425.8544  17.0831    0.1671     
1426.0068  17.1032    0.1672     
1426.1592  17.0501    0.1671     
1426.3116  16.8643    0.1669     
1426.4640  16.5820    0.1666     
1426.6164  16.2901    0.1663     
1426.7688  16.2171    0.1663     
1426.9212  16.2630    0.1663     
1427.0736  16.3375    0.1664     
1427.2260  16.3300    0.1664     
1427.3784  16.2930    0.1663     
1427.5308  16.2459    0.1663     
1427.6832  16.1522    0.1662     
1427.8356  16.0280    0.1661     
1427.9880  15.8281    0.1659     
1428.1404  15.5547    0.1656     
1428.2928  15.2495    0.1652     
1428.4452  14.9396    0.1649     
1428.5976  14.6479    0.1646     
1428.7500  14.4249    0.1643     
1428.9024  14.3018    0.1642     
1429.0548  14.1645    0.1640     
1429.2072  13.9705    0.1638     
1429.3596  13.7662    0.1636     
1429.5120  13.5063    0.1632     
1429.6644  13.1829    0.1628     
1429.8168  12.9216    0.1625     
1429.9692  12.9551    0.1626     
1430.1216  13.0124    0.1626     
1430.2740  12.8652    0.1624     
1430.4264  12.4837    0.1620     
1430.5788  11.8439    0.1611     
1430.7312  11.2501    0.1603     
1430.8836  10.7832    0.1596     
1431.0360  10.4878    0.1591     
1431.1884  10.2631    0.1588     
1431.3408  10.0264    0.1584     
1431.4932  9.8193     0.1581     
1431.6456  9.5825     0.1577     
1431.7980  9.2970     0.1572     
1431.9504  9.0122     0.1567     
1432.1028  8.7252     0.1562     
1432.2552  8.4898     0.1558     
1432.4076  8.3164     0.1555     
1432.5600  8.1698     0.1552     
1432.7124  8.0402     0.1549     
1432.8648  7.9352     0.1547     
1433.0172  7.8587     0.1546     
1433.1696  7.7785     0.1544     
1433.3220  7.6916     0.1543     
1433.4744  7.6250     0.1541     
1433.6268  7.5753     0.1540     
1433.7792  7.5341     0.1539     
1433.9316  7.5047     0.1539     
1434.0840  7.4944     0.1539     
1434.2364  7.5032     0.1539     
1434.3888  7.5358     0.1539     
1434.5412  7.5820     0.1540     
1434.6936  7.6363     0.1541     
1434.8460  7.6777     0.1542     
1434.9984  7.6593     0.1542     
1435.1508  7.6113     0.1541     
1435.3032  7.5462     0.1540     
1435.4556  7.4880     0.1538     
1435.6080  7.4222     0.1537     
1435.7604  7.3413     0.1535     
1435.9128  7.2547     0.1534     
1436.0652  7.1570     0.1531     
1436.2176  7.0364     0.1529     
1436.3700  6.9222     0.1526     
1436.5224  6.8229     0.1524     
1436.6748  6.6806     0.1521     
1436.8272  6.5324     0.1517     
1436.9796  6.3714     0.1514     
1437.1320  6.2092     0.1510     
1437.2844  6.0975     0.1507     
1437.4368  6.0075     0.1505     
1437.5892  5.9754     0.1504     
1437.7416  5.9521     0.1503     
1437.8940  5.9086     0.1502     
1438.0464  5.8620     0.1501     
1438.1988  5.8095     0.1500     
1438.3512  5.7571     0.1498     
1438.5036  5.6872     0.1496     
1438.6560  5.6153     0.1494     
1438.8084  5.5239     0.1492     
1438.9608  5.4049     0.1489     
1439.1132  5.2622     0.1485     
1439.2656  5.1042     0.1480     
1439.4180  4.9510     0.1476     
1439.5704  4.8399     0.1472     
1439.7228  4.7669     0.1470     
1439.8752  4.7210     0.1468     
1440.0276  4.6994     0.1468     
1440.1800  4.6830     0.1467     
1440.3324  4.6466     0.1466     
1440.4848  4.5958     0.1465     
1440.6372  4.5593     0.1463     
1440.7896  4.5305     0.1462     
1440.9420  4.5063     0.1462     
1441.0944  4.5214     0.1462     
1441.2468  4.5373     0.1463     
1441.3992  4.4810     0.1461     
1441.5516  4.3768     0.1457     
1441.7040  4.2672     0.1454     
1441.8564  4.1592     0.1450     
1442.0088  4.0830     0.1447     
1442.1612  4.0146     0.1445     
1442.3136  3.9811     0.1443     
1442.4660  3.9863     0.1444     
1442.6184  3.9991     0.1444     
1442.7708  3.9900     0.1444     
1442.9232  3.9518     0.1442     
1443.0756  3.9227     0.1441     
1443.2280  3.9136     0.1441     
1443.3804  3.9145     0.1441     
1443.5328  3.9145     0.1441     
1443.6852  3.9134     0.1441     
1443.8376  3.9181     0.1441     
1443.9900  3.9239     0.1441     
1444.1424  3.9273     0.1441     
1444.2948  3.9541     0.1442     
1444.4472  3.9917     0.1444     
1444.5996  4.0411     0.1446     
1444.7520  4.1062     0.1448     
1444.9044  4.1655     0.1450     
1445.0568  4.2232     0.1452     
1445.2092  4.2762     0.1454     
1445.3616  4.3245     0.1456     
1445.5140  4.3587     0.1457     
1445.6664  4.3962     0.1458     
1445.8188  4.4334     0.1459     
1445.9712  4.4779     0.1461     
1446.1236  4.5644     0.1463     
1446.2760  4.6661     0.1467     
1446.4284  4.7678     0.1470     
1446.5808  4.8704     0.1473     
1446.7332  4.9760     0.1476     
1446.8856  5.0855     0.1480     
1447.0380  5.1920     0.1483     
1447.1904  5.2881     0.1485     
1447.3428  5.3625     0.1487     
1447.4952  5.4189     0.1489     
1447.6476  5.4781     0.1491     
1447.8000  5.5599     0.1493     
1447.9524  5.6966     0.1497     
1448.1048  5.8937     0.1502     
1448.2572  6.0991     0.1507     
1448.4096  6.2718     0.1511     
1448.5620  6.4264     0.1515     
1448.7144  6.5611     0.1518     
1448.8668  6.6862     0.1521     
1449.0192  6.8640     0.1525     
1449.1716  7.0640     0.1529     
1449.3240  7.2342     0.1533     
1449.4764  7.3183     0.1535     
1449.6288  7.3080     0.1535     
1449.7812  7.2025     0.1532     
1449.9336  7.0260     0.1529     
1450.0860  6.8086     0.1524     
1450.2384  6.6034     0.1519     
1450.3908  6.4178     0.1515     
1450.5432  6.2458     0.1511     
1450.6956  6.1285     0.1508     
1450.8480  6.0270     0.1505     
1451.0004  5.9633     0.1504     
1451.1528  6.0835     0.1507     
1451.3052  6.2827     0.1511     
1451.4576  6.5094     0.1517     
1451.6100  6.7634     0.1523     
1451.7624  6.7545     0.1523     
1451.9148  6.6028     0.1519     
1452.0672  6.4331     0.1515     
1452.2196  6.2715     0.1511     
1452.3720  6.1337     0.1508     
1452.5244  6.0252     0.1505     
1452.6768  5.9472     0.1503     
1452.8292  5.8951     0.1502     
1452.9816  5.8365     0.1500     
1453.1340  5.7797     0.1499     
1453.2864  5.7502     0.1498     
1453.4388  5.7219     0.1497     
1453.5912  5.6895     0.1496     
1453.7436  5.6497     0.1495     
1453.8960  5.6123     0.1494     
1454.0484  5.6012     0.1494     
1454.2008  5.5932     0.1494     
1454.3532  5.6000     0.1494     
1454.5056  5.6328     0.1495     
1454.6580  5.7385     0.1498     
1454.8104  5.8518     0.1501     
1454.9628  5.9683     0.1504     
1455.1152  6.0915     0.1507     
1455.2676  6.1691     0.1509     
1455.4200  6.2356     0.1510     
1455.5724  6.2962     0.1512     
1455.7248  6.3379     0.1513     
1455.8772  6.3636     0.1513     
1456.0296  6.3602     0.1513     
1456.1820  6.3507     0.1513     
1456.3344  6.3511     0.1513     
1456.4868  6.3626     0.1513     
1456.6392  6.3702     0.1514     
1456.7916  6.3611     0.1513     
1456.9440  6.3530     0.1513     
1457.0964  6.3480     0.1513     
1457.2488  6.3477     0.1513     
1457.4012  6.3573     0.1513     
1457.5536  6.3689     0.1514     
1457.7060  6.3811     0.1514     
1457.8584  6.4066     0.1514     
1458.0108  6.4394     0.1515     
1458.1632  6.4839     0.1516     
1458.3156  6.5626     0.1518     
1458.4680  6.6703     0.1521     
1458.6204  6.8054     0.1524     
1458.7728  6.9393     0.1527     
1458.9252  7.0418     0.1529     
1459.0776  7.1510     0.1531     
1459.2300  7.2691     0.1534     
1459.3824  7.3856     0.1536     
1459.5348  7.4965     0.1539     
1459.6872  7.5874     0.1540     
1459.8396  7.6015     0.1541     
1459.9920  7.4411     0.1537     
1460.1444  7.2842     0.1534     
1460.2968  7.2539     0.1533     
1460.4492  7.3449     0.1535     
1460.6016  7.6044     0.1541     
1460.7540  7.8667     0.1546     
1460.9064  8.0688     0.1550     
1461.0588  8.2135     0.1553     
1461.2112  8.3234     0.1555     
1461.3636  8.4278     0.1557     
1461.5160  8.5162     0.1558     
1461.6684  8.6246     0.1560     
1461.8208  8.7758     0.1563     
1461.9732  8.9512     0.1566     
1462.1256  9.1664     0.1570     
1462.2780  9.3491     0.1573     
1462.4304  9.4591     0.1575     
1462.5828  9.5217     0.1576     
1462.7352  9.5514     0.1577     
1462.8876  9.5512     0.1577     
1463.0400  9.5216     0.1576     
1463.1924  9.5020     0.1576     
1463.3448  9.4730     0.1575     
1463.4972  9.4225     0.1574     
1463.6496  9.3868     0.1574     
1463.8020  9.3414     0.1573     
1463.9544  9.2879     0.1572     
1464.1068  9.2183     0.1571     
1464.2592  9.1274     0.1569     
1464.4116  9.0267     0.1568     
1464.5640  8.9116     0.1566     
1464.7164  8.7745     0.1563     
1464.8688  8.6346     0.1561     
1465.0212  8.4993     0.1558     
1465.1736  8.3900     0.1556     
1465.3260  8.3147     0.1555     
1465.4784  8.2400     0.1553     
1465.6308  8.1527     0.1552     
1465.7832  8.0659     0.1550     
1465.9356  7.9665     0.1548     
1466.0880  7.8699     0.1546     
1466.2404  7.7970     0.1545     
1466.3928  7.7370     0.1543     
1466.5452  7.6809     0.1542     
1466.6976  7.6334     0.1541     
1466.8500  7.5560     0.1540     
1467.0024  7.4621     0.1538     
1467.1548  7.3609     0.1536     
1467.3072  7.2504     0.1533     
1467.4596  7.1122     0.1530     
1467.6120  6.9520     0.1527     
1467.7644  6.7800     0.1523     
1467.9168  6.6147     0.1519     
1468.0692  6.4728     0.1516     
1468.2216  6.3571     0.1513     
1468.3740  6.2459     0.1511     
1468.5264  6.1632     0.1509     
1468.6788  6.0984     0.1507     
1468.8312  6.0696     0.1506     
1468.9836  6.0881     0.1507     
1469.1360  6.1500     0.1508     
1469.2884  6.2487     0.1511     
1469.4408  6.3532     0.1513     
1469.5932  6.4193     0.1515     
1469.7456  6.4327     0.1515     
1469.8980  6.4158     0.1515     
1470.0504  6.3817     0.1514     
1470.2028  6.3536     0.1513     
1470.3552  6.3538     0.1513     
1470.5076  6.3764     0.1514     
1470.6600  6.3767     0.1514     
1470.8124  6.3616     0.1513     
1470.9648  6.3422     0.1513     
1471.1172  6.2708     0.1511     
1471.2696  6.1831     0.1509     
1471.4220  6.1906     0.1509     
1471.5744  6.2716     0.1511     
1471.7268  6.3808     0.1514     
1471.8792  6.4829     0.1516     
1472.0316  6.5168     0.1517     
1472.1840  6.5426     0.1518     
1472.3364  6.5365     0.1517     
1472.4888  6.4776     0.1516     
1472.6412  6.4379     0.1515     
1472.7936  6.4300     0.1515     
1472.9460  6.4348     0.1515     
1473.0984  6.4270     0.1515     
1473.2508  6.4634     0.1516     
1473.4032  6.5010     0.1517     
1473.5556  6.5358     0.1517     
1473.7080  6.6235     0.1520     
1473.8604  6.6931     0.1521     
1474.0128  6.7033     0.1521     
1474.1652  6.6852     0.1521     
1474.3176  6.5882     0.1519     
1474.4700  6.4459     0.1515     
1474.6224  6.3802     0.1514     
1474.7748  6.3067     0.1512     
1474.9272  6.2567     0.1511     
1475.0796  6.2225     0.1510     
1475.2320  6.1209     0.1507     
1475.3844  5.9509     0.1503     
1475.5368  5.7957     0.1499     
1475.6892  5.7079     0.1497     
1475.8416  5.9253     0.1503     
1475.9940  6.1921     0.1509     
1476.1464  6.4556     0.1516     
1476.2988  6.7188     0.1522     
1476.4512  6.7874     0.1523     
1476.6036  6.6976     0.1521     
1476.7560  6.9244     0.1526     
1476.9084  7.1815     0.1532     
1477.0608  7.5133     0.1539     
1477.2132  7.6151     0.1541     
1477.3656  7.4125     0.1537     
1477.5180  7.2536     0.1533     
1477.6704  7.3160     0.1535     
1477.8228  7.4308     0.1537     
1477.9752  7.5393     0.1539     
1478.1276  7.6180     0.1541     
1478.2800  7.6806     0.1542     
1478.4324  7.7412     0.1544     
1478.5848  7.7340     0.1543     
1478.7372  7.6618     0.1542     
1478.8896  7.6207     0.1541     
1479.0420  7.5818     0.1540     
1479.1944  7.5481     0.1540     
1479.3468  7.5221     0.1539     
1479.4992  7.5133     0.1539     
1479.6516  7.5050     0.1539     
1479.8040  7.5406     0.1539     
1479.9564  7.5401     0.1539     
1480.1088  7.5273     0.1539     
1480.2612  7.4832     0.1538     
1480.4136  7.4012     0.1537     
1480.5660  7.3442     0.1535     
1480.7184  7.3364     0.1535     
1480.8708  7.4006     0.1537     
1481.0232  7.5455     0.1540     
1481.1756  7.5386     0.1539     
1481.3280  7.4067     0.1537     
1481.4804  7.1953     0.1532     
1481.6328  6.9581     0.1527     
1481.7852  7.0226     0.1528     
1481.9376  7.2684     0.1534     
1482.0900  7.5638     0.1540     
1482.2424  7.8309     0.1545     
1482.3948  8.0821     0.1550     
1482.5472  8.3544     0.1555     
1482.6996  8.6081     0.1560     
1482.8520  8.8249     0.1564     
1483.0044  9.0362     0.1568     
1483.1568  9.2090     0.1571     
1483.3092  9.3143     0.1573     
1483.4616  9.3991     0.1574     
1483.6140  9.4255     0.1574     
1483.7664  9.4810     0.1575     
1483.9188  9.5152     0.1576     
1484.0712  9.4622     0.1575     
1484.2236  9.3918     0.1574     
