%$Well : Cockburn1 : 04/04/2013 13:01:25
%DEPTH      PERM_F1    PHI        
%M          mD         Dec        
722.8332   875.8047   0.2479     
722.9856   849.3428   0.2471     
723.1380   822.3229   0.2463     
723.2904   791.9023   0.2454     
723.4428   763.8676   0.2445     
723.5952   736.8813   0.2436     
723.7476   710.2338   0.2427     
723.9000   691.4150   0.2421     
724.0524   682.4229   0.2418     
724.2048   674.9384   0.2415     
724.3572   665.4460   0.2412     
724.5096   654.1903   0.2407     
724.6620   647.5892   0.2405     
724.8144   645.4758   0.2404     
724.9668   647.2632   0.2405     
725.1192   649.5053   0.2406     
725.2716   650.2168   0.2406     
725.4240   650.1774   0.2406     
725.5764   650.5164   0.2406     
725.7288   655.2226   0.2408     
725.8812   662.3164   0.2410     
726.0336   668.2671   0.2413     
726.1860   669.8580   0.2413     
726.3384   663.3393   0.2411     
726.4908   652.6665   0.2407     
726.6432   640.0638   0.2402     
726.7956   634.4902   0.2400     
726.9480   629.8381   0.2398     
727.1004   627.7660   0.2398     
727.2528   626.0518   0.2397     
727.4052   621.7968   0.2395     
727.5576   616.4012   0.2393     
727.7100   610.9834   0.2391     
727.8624   606.0869   0.2389     
728.0148   601.4823   0.2387     
728.1672   594.3217   0.2384     
728.3196   582.5417   0.2380     
728.4720   570.5692   0.2375     
728.6244   560.0421   0.2370     
728.7768   550.4749   0.2366     
728.9292   550.5473   0.2366     
729.0816   551.7009   0.2367     
729.2340   554.5228   0.2368     
729.3864   558.5875   0.2370     
729.5388   564.5395   0.2372     
729.6912   571.4805   0.2375     
729.8436   579.7189   0.2379     
729.9960   589.2838   0.2382     
730.1484   598.1522   0.2386     
730.3008   602.5458   0.2388     
730.4532   603.9281   0.2388     
730.6056   602.4266   0.2388     
730.7580   599.0342   0.2386     
730.9104   594.4471   0.2385     
731.0628   589.0594   0.2382     
731.2152   583.3931   0.2380     
731.3676   577.9305   0.2378     
731.5200   572.0281   0.2375     
731.6724   563.6223   0.2372     
731.8248   554.0579   0.2368     
731.9772   545.1179   0.2364     
732.1296   538.3732   0.2361     
732.2820   533.8892   0.2359     
732.4344   531.2548   0.2358     
732.5868   527.5660   0.2356     
732.7392   523.2125   0.2354     
732.8916   519.4289   0.2353     
733.0440   516.9125   0.2351     
733.1964   516.4431   0.2351     
733.3488   517.1978   0.2352     
733.5012   517.4105   0.2352     
733.6536   518.2489   0.2352     
733.8060   519.7402   0.2353     
733.9584   519.6509   0.2353     
734.1108   518.1094   0.2352     
734.2632   515.8932   0.2351     
734.4156   512.6216   0.2349     
734.5680   508.6098   0.2348     
734.7204   503.6886   0.2345     
734.8728   497.9585   0.2343     
735.0252   492.4401   0.2340     
735.1776   486.9870   0.2337     
735.3300   479.1813   0.2334     
735.4824   471.3570   0.2330     
735.6348   463.6173   0.2326     
735.7872   457.0907   0.2323     
735.9396   451.4635   0.2320     
736.0920   447.6008   0.2318     
736.2444   445.4074   0.2317     
736.3968   444.1756   0.2316     
736.5492   442.5523   0.2315     
736.7016   440.2145   0.2314     
736.8540   438.5159   0.2313     
737.0064   437.4424   0.2312     
737.1588   437.2218   0.2312     
737.3112   437.6397   0.2313     
737.4636   437.9161   0.2313     
737.6160   438.3727   0.2313     
737.7684   438.9928   0.2313     
737.9208   439.4850   0.2314     
738.0732   440.1613   0.2314     
738.2256   439.4867   0.2314     
738.3780   438.0772   0.2313     
738.5304   436.7632   0.2312     
738.6828   436.1936   0.2312     
738.8352   437.4114   0.2312     
738.9876   439.5102   0.2314     
739.1400   442.9583   0.2315     
739.2924   448.1981   0.2318     
739.4448   454.7183   0.2321     
739.5972   461.9402   0.2325     
739.7496   468.9345   0.2329     
739.9020   476.3535   0.2332     
740.0544   485.0963   0.2337     
740.2068   493.7207   0.2341     
740.3592   501.3735   0.2344     
740.5116   508.5475   0.2348     
740.6640   514.6057   0.2350     
740.8164   517.9559   0.2352     
740.9688   520.3187   0.2353     
741.1212   524.0769   0.2355     
741.2736   525.7621   0.2355     
741.4260   526.4932   0.2356     
741.5784   527.8989   0.2356     
741.7308   526.1377   0.2356     
741.8832   519.8652   0.2353     
742.0356   511.4290   0.2349     
742.1880   504.8240   0.2346     
742.3404   499.4406   0.2343     
742.4928   492.8723   0.2340     
742.6452   487.5904   0.2338     
742.7976   480.8308   0.2334     
742.9500   474.8622   0.2332     
743.1024   469.4253   0.2329     
743.2548   462.1182   0.2325     
743.4072   453.0147   0.2321     
743.5596   443.2505   0.2316     
743.7120   434.7813   0.2311     
743.8644   429.3777   0.2308     
744.0168   428.0881   0.2307     
744.1692   429.7179   0.2308     
744.3216   432.6610   0.2310     
744.4740   435.5498   0.2311     
744.6264   437.7000   0.2313     
744.7788   437.0855   0.2312     
744.9312   434.3432   0.2311     
745.0836   430.9486   0.2309     
745.2360   427.0186   0.2307     
745.3884   424.9588   0.2306     
745.5408   426.3774   0.2307     
745.6932   429.8103   0.2308     
745.8456   435.7868   0.2312     
745.9980   441.1592   0.2314     
746.1504   444.8872   0.2316     
746.3028   448.3770   0.2318     
746.4552   452.6060   0.2320     
746.6076   457.1927   0.2323     
746.7600   460.7043   0.2324     
746.9124   463.6351   0.2326     
747.0648   465.3031   0.2327     
747.2172   466.1881   0.2327     
747.3696   467.5118   0.2328     
747.5220   468.5231   0.2328     
747.6744   471.8358   0.2330     
747.8268   476.2689   0.2332     
747.9792   480.5008   0.2334     
748.1316   485.7930   0.2337     
748.2840   491.2469   0.2339     
748.4364   493.3258   0.2340     
748.5888   493.6625   0.2341     
748.7412   494.4197   0.2341     
748.8936   492.3651   0.2340     
749.0460   489.5275   0.2339     
749.1984   486.8774   0.2337     
749.3508   484.8586   0.2336     
749.5032   483.1131   0.2336     
749.6556   480.9551   0.2335     
749.8080   479.0593   0.2334     
749.9604   478.7893   0.2333     
750.1128   479.6667   0.2334     
750.2652   481.5220   0.2335     
750.4176   483.8720   0.2336     
750.5700   485.0599   0.2337     
750.7224   484.4707   0.2336     
750.8748   485.6091   0.2337     
751.0272   489.8020   0.2339     
751.1796   496.2558   0.2342     
751.3320   497.1281   0.2342     
751.4844   493.8156   0.2341     
751.6368   483.4636   0.2336     
751.7892   472.3456   0.2330     
751.9416   465.2096   0.2327     
752.0940   465.1339   0.2327     
752.2464   469.1806   0.2329     
752.3988   474.7351   0.2331     
752.5512   478.3426   0.2333     
752.7036   480.5642   0.2334     
752.8560   480.4091   0.2334     
753.0084   480.2031   0.2334     
753.1608   479.1828   0.2334     
753.3132   476.9864   0.2333     
753.4656   474.8422   0.2332     
753.6180   472.4737   0.2330     
753.7704   470.3071   0.2329     
753.9228   468.9633   0.2329     
754.0752   468.9681   0.2329     
754.2276   468.6562   0.2328     
754.3800   473.3500   0.2331     
754.5324   478.4797   0.2333     
754.6848   482.0716   0.2335     
754.8372   483.8199   0.2336     
754.9896   478.5815   0.2333     
755.1420   472.0658   0.2330     
755.2944   467.0901   0.2328     
755.4468   464.3673   0.2326     
755.5992   462.7403   0.2326     
755.7516   460.4793   0.2324     
755.9040   456.4259   0.2322     
756.0564   452.5952   0.2320     
756.2088   451.5946   0.2320     
756.3612   458.6928   0.2323     
756.5136   471.9686   0.2330     
756.6660   485.4667   0.2337     
756.8184   496.1255   0.2342     
756.9708   503.8400   0.2345     
757.1232   499.8192   0.2344     
757.2756   493.4389   0.2341     
757.4280   485.8881   0.2337     
757.5804   478.7453   0.2333     
757.7328   473.5643   0.2331     
757.8852   469.9465   0.2329     
758.0376   466.6658   0.2327     
758.1900   464.4774   0.2326     
758.3424   462.6413   0.2325     
758.4948   462.5361   0.2325     
758.6472   463.2115   0.2326     
758.7996   463.4923   0.2326     
758.9520   463.6345   0.2326     
759.1044   463.6678   0.2326     
759.2568   463.3285   0.2326     
759.4092   462.4161   0.2325     
759.5616   461.1677   0.2325     
759.7140   460.7639   0.2325     
759.8664   460.0188   0.2324     
760.0188   457.7646   0.2323     
760.1712   456.8231   0.2323     
760.3236   456.5085   0.2322     
760.4760   456.8799   0.2323     
760.6284   458.8643   0.2324     
760.7808   460.4324   0.2324     
760.9332   461.1550   0.2325     
761.0856   462.5811   0.2325     
761.2380   463.5288   0.2326     
761.3904   464.4405   0.2326     
761.5428   464.5773   0.2326     
761.6952   464.0171   0.2326     
761.8476   462.2929   0.2325     
762.0000   458.8934   0.2324     
762.1524   454.1135   0.2321     
762.3048   449.8036   0.2319     
762.4572   445.9473   0.2317     
762.6096   441.1913   0.2314     
762.7620   434.9125   0.2311     
762.9144   428.9495   0.2308     
763.0668   424.8130   0.2306     
763.2192   421.7378   0.2304     
763.3716   419.2288   0.2303     
763.5240   417.0514   0.2301     
763.6764   414.7842   0.2300     
763.8288   412.9686   0.2299     
763.9812   412.2865   0.2299     
764.1336   412.0712   0.2299     
764.2860   411.4492   0.2298     
764.4384   410.4007   0.2298     
764.5908   409.2583   0.2297     
764.7432   408.7972   0.2297     
764.8956   408.9375   0.2297     
765.0480   409.4335   0.2297     
765.2004   410.1044   0.2298     
765.3528   412.1746   0.2299     
765.5052   415.3304   0.2301     
765.6576   418.8758   0.2302     
765.8100   421.4030   0.2304     
765.9624   423.5596   0.2305     
766.1148   424.5977   0.2306     
766.2672   424.0164   0.2305     
766.4196   422.2079   0.2304     
766.5720   419.6572   0.2303     
766.7244   417.4557   0.2302     
766.8768   415.5453   0.2301     
767.0292   413.3447   0.2299     
767.1816   410.5316   0.2298     
767.3340   407.3141   0.2296     
767.4864   404.1856   0.2294     
767.6388   401.9803   0.2293     
767.7912   400.6259   0.2292     
767.9436   399.6623   0.2292     
768.0960   398.7422   0.2291     
768.2484   398.1300   0.2291     
768.4008   397.6154   0.2291     
768.5532   396.5695   0.2290     
768.7056   394.4121   0.2289     
768.8580   390.6053   0.2286     
769.0104   386.6034   0.2284     
769.1628   383.2890   0.2282     
769.3152   379.6644   0.2280     
769.4676   377.0204   0.2278     
769.6200   375.1400   0.2277     
769.7724   372.5105   0.2276     
769.9248   370.9987   0.2275     
770.0772   369.5512   0.2274     
770.2296   367.9670   0.2273     
770.3820   367.3197   0.2272     
770.5344   365.0436   0.2271     
770.6868   361.4503   0.2269     
770.8392   359.5690   0.2268     
770.9916   357.8987   0.2267     
771.1440   355.4481   0.2265     
771.2964   353.7843   0.2264     
771.4488   352.6602   0.2263     
771.6012   350.8212   0.2262     
771.7536   351.1101   0.2262     
771.9060   353.4218   0.2264     
772.0584   356.2395   0.2265     
772.2108   357.4217   0.2266     
772.3632   357.2373   0.2266     
772.5156   356.7653   0.2266     
772.6680   355.2048   0.2265     
772.8204   354.8678   0.2265     
772.9728   353.6786   0.2264     
773.1252   352.0791   0.2263     
773.2776   351.6823   0.2263     
773.4300   352.8786   0.2263     
773.5824   355.2357   0.2265     
773.7348   357.5836   0.2266     
773.8872   358.1815   0.2267     
774.0396   355.8560   0.2265     
774.1920   351.4158   0.2262     
774.3444   345.8279   0.2259     
774.4968   339.9647   0.2255     
774.6492   334.4026   0.2251     
774.8016   330.8647   0.2249     
774.9540   329.7803   0.2248     
775.1064   329.1380   0.2248     
775.2588   327.8417   0.2247     
775.4112   325.3287   0.2245     
775.5636   321.4187   0.2242     
775.7160   316.8743   0.2239     
775.8684   311.8506   0.2236     
776.0208   307.5974   0.2232     
776.1732   304.6212   0.2230     
776.3256   301.3752   0.2228     
776.4780   297.6245   0.2225     
776.6304   293.9528   0.2222     
776.7828   291.0708   0.2220     
776.9352   288.2072   0.2218     
777.0876   285.7729   0.2216     
777.2400   283.7193   0.2214     
777.3924   281.2403   0.2213     
777.5448   279.6154   0.2211     
777.6972   276.8635   0.2209     
777.8496   273.2879   0.2206     
778.0020   271.4515   0.2205     
778.1544   271.6496   0.2205     
778.3068   273.0452   0.2206     
778.4592   276.5127   0.2209     
778.6116   281.5276   0.2213     
778.7640   284.4889   0.2215     
778.9164   286.2510   0.2216     
779.0688   285.9023   0.2216     
779.2212   284.1287   0.2215     
779.3736   283.5844   0.2214     
779.5260   283.5054   0.2214     
779.6784   285.7572   0.2216     
779.8308   288.5453   0.2218     
779.9832   290.6645   0.2220     
780.1356   291.0880   0.2220     
780.2880   290.0038   0.2219     
780.4404   290.4660   0.2220     
780.5928   292.3594   0.2221     
780.7452   295.4212   0.2223     
780.8976   295.0571   0.2223     
781.0500   290.5211   0.2220     
781.2024   284.4432   0.2215     
781.3548   283.0872   0.2214     
781.5072   282.2498   0.2213     
781.6596   285.9307   0.2216     
781.8120   286.6549   0.2217     
781.9644   284.5475   0.2215     
782.1168   280.5380   0.2212     
782.2692   275.2830   0.2208     
782.4216   270.0072   0.2204     
782.5740   266.7141   0.2201     
782.7264   267.2435   0.2201     
782.8788   270.7707   0.2204     
783.0312   275.2191   0.2208     
783.1836   279.0738   0.2211     
783.3360   282.4081   0.2213     
783.4884   286.7524   0.2217     
783.6408   292.0051   0.2221     
783.7932   297.1667   0.2225     
783.9456   300.3242   0.2227     
784.0980   300.9795   0.2228     
784.2504   301.6115   0.2228     
784.4028   300.2792   0.2227     
784.5552   298.7371   0.2226     
784.7076   296.6500   0.2224     
784.8600   297.8288   0.2225     
785.0124   303.1277   0.2229     
785.1648   309.5335   0.2234     
785.3172   316.2643   0.2239     
785.4696   320.0347   0.2241     
785.6220   320.1294   0.2241     
785.7744   319.1531   0.2241     
785.9268   317.6674   0.2240     
786.0792   316.1795   0.2239     
786.2316   313.5043   0.2237     
786.3840   305.5370   0.2231     
786.5364   293.9370   0.2222     
786.6888   282.2834   0.2213     
786.8412   272.8347   0.2206     
786.9936   265.5634   0.2200     
787.1460   264.9466   0.2199     
787.2984   265.9983   0.2200     
787.4508   268.2966   0.2202     
787.6032   271.6032   0.2205     
787.7556   274.7619   0.2207     
787.9080   276.2177   0.2209     
788.0604   276.0884   0.2208     
788.2128   274.4626   0.2207     
788.3652   272.6115   0.2206     
788.5176   270.8346   0.2204     
788.6700   269.9977   0.2204     
788.8224   269.8986   0.2203     
788.9748   269.4394   0.2203     
789.1272   269.3201   0.2203     
789.2796   269.7419   0.2203     
789.4320   270.4644   0.2204     
789.5844   271.6551   0.2205     
789.7368   272.7421   0.2206     
789.8892   273.9442   0.2207     
790.0416   275.4500   0.2208     
790.1940   275.9449   0.2208     
790.3464   276.3095   0.2209     
790.4988   276.7762   0.2209     
790.6512   276.4246   0.2209     
790.8036   275.8959   0.2208     
790.9560   275.6195   0.2208     
791.1084   274.9720   0.2208     
791.2608   275.1920   0.2208     
791.4132   276.4732   0.2209     
791.5656   279.8242   0.2211     
791.7180   284.5969   0.2215     
791.8704   290.3917   0.2220     
792.0228   295.3557   0.2223     
792.1752   299.3238   0.2226     
792.3276   301.8883   0.2228     
792.4800   303.7274   0.2230     
792.6324   306.1812   0.2231     
792.7848   310.1331   0.2234     
792.9372   314.7136   0.2238     
793.0896   318.7313   0.2240     
793.2420   322.6094   0.2243     
793.3944   326.2092   0.2246     
793.5468   329.4592   0.2248     
793.6992   333.4569   0.2251     
793.8516   336.4829   0.2253     
794.0040   338.3864   0.2254     
794.1564   339.4572   0.2255     
794.3088   339.9636   0.2255     
794.4612   340.3953   0.2255     
794.6136   341.8907   0.2256     
794.7660   343.3910   0.2257     
794.9184   343.7447   0.2257     
795.0708   343.5299   0.2257     
795.2232   343.8109   0.2257     
795.3756   343.9811   0.2258     
795.5280   343.7495   0.2257     
795.6804   343.2917   0.2257     
795.8328   343.1008   0.2257     
795.9852   343.5306   0.2257     
796.1376   344.7477   0.2258     
796.2900   346.9057   0.2259     
796.4424   349.4620   0.2261     
